,quote_number,gender,agecat,date_of_birth,credit_score,area,traffic_index,veh_age,veh_body,veh_value,age,has_claim,prob_noclaim,prob_claim
631,42544188,F,6.0,6/8/1936,318.0,D,83.1,2,SEDAN,1.694,82,1,0.17896405419976424,0.8210359458002358
632,63743665,M,3.0,1/10/1977,682.0,D,120.2,4,PANVN,0.836,41,0,0.556677463517949,0.44332253648205094
633,32137152,M,6.0,7/2/1939,764.0,F,124.0,3,STNWG,2.629,79,0,0.6961501254081003,0.3038498745918997
634,24688602,M,5.0,7/24/1952,770.0,C,145.5,4,SEDAN,1.001,66,0,0.6629357437417395,0.33706425625826053
635,72271671,M,4.0,12/7/1963,567.0,C,148.5,4,MIBUS,0.781,55,1,0.32327652788970185,0.6767234721102982
636,70817454,F,5.0,7/26/1952,659.0,A,79.4,3,SEDAN,1.419,66,0,0.6535055694748305,0.3464944305251695
637,40353923,M,2.0,4/21/1989,687.0,C,112.5,3,HBACK,1.199,29,0,0.5852757196282901,0.41472428037171
638,88535780,M,4.0,10/9/1965,817.0,A,73.7,2,SEDAN,2.123,53,0,0.8468662294276597,0.1531337705723403
639,82848146,F,1.0,10/12/1999,558.0,A,111.5,3,HBACK,1.089,19,1,0.3669910989252032,0.6330089010747968
640,17087270,F,2.0,8/17/1985,735.0,B,120.1,3,SEDAN,1.155,33,0,0.6495349812655464,0.35046501873445357
641,15546065,M,5.0,6/8/1955,723.0,E,64.5,2,STNWG,3.938,63,0,0.7326540885475543,0.26734591145244563
642,37736015,M,5.0,5/1/1959,798.0,B,121.5,4,TRUCK,0.781,59,0,0.7477002449104193,0.2522997550895807
643,11408703,F,4.0,8/22/1968,803.0,B,145.0,4,HBACK,0.374,50,0,0.7100929205897293,0.2899070794102707
644,33381553,F,3.0,9/28/1973,712.0,C,129.0,3,SEDAN,1.067,45,0,0.6099241724019955,0.3900758275980045
645,97087286,F,6.0,3/10/1937,827.0,C,138.0,3,SEDAN,2.189,81,0,0.7642982657790682,0.23570173422093177
647,34179055,F,1.0,4/23/1997,671.0,D,95.5,3,HBACK,0.935,21,0,0.5969635347537101,0.4030364652462899
648,87748982,F,3.0,1/16/1975,660.0,C,84.0,2,STNWG,5.973,43,0,0.5154607814706822,0.48453921852931775
649,52946607,F,2.0,10/17/1981,778.0,C,133.5,4,STNWG,1.936,37,0,0.6440328598439249,0.35596714015607517
650,79669876,F,5.0,8/11/1955,683.0,E,55.5,4,MIBUS,0.968,63,0,0.7216592745282131,0.27834072547178695
651,23125540,M,2.0,8/4/1982,633.0,B,117.9,4,UTE,1.045,36,1,0.46831160063143695,0.531688399368563
652,90923622,F,5.0,1/13/1958,702.0,B,99.9,3,MCARA,3.465,60,0,0.6119268375187488,0.3880731624812513
653,76230051,M,6.0,12/16/1946,713.0,C,145.5,1,SEDAN,2.475,72,0,0.6190183926168007,0.38098160738319936
654,78191589,M,2.0,3/15/1981,794.0,B,148.8,4,PANVN,0.319,37,0,0.6772096206473406,0.3227903793526595
656,43102749,M,2.0,2/19/1989,594.0,C,150.0,4,HBACK,0.748,29,1,0.3323308513296127,0.6676691486703873
657,51231386,M,6.0,5/20/1940,844.0,D,157.1,4,STNWG,2.123,78,0,0.7286213358593081,0.2713786641406919
658,74347957,F,1.0,10/3/1990,366.0,B,143.2,4,SEDAN,0.968,28,1,0.10090660130685547,0.8990933986931445
659,24872897,M,5.0,9/5/1952,758.0,D,93.8,4,UTE,1.595,66,0,0.7361440899756375,0.2638559100243625
660,72934390,F,2.0,7/5/1981,642.0,E,40.5,2,STNWG,3.905,37,0,0.6395241524462991,0.3604758475537009
661,13525406,F,6.0,10/5/1947,719.0,B,120.9,3,STNWG,1.32,71,0,0.6617910288152368,0.33820897118476323
662,37623016,F,1.0,12/10/1990,378.0,F,156.0,1,HBACK,2.013,28,1,0.11711219909075332,0.8828878009092467
663,83475381,F,3.0,6/5/1974,609.0,C,132.0,4,STNWG,0.891,44,1,0.409523619578116,0.590476380421884
664,26478675,M,4.0,2/24/1969,706.0,C,130.5,4,SEDAN,0.473,49,0,0.5916359997731773,0.40836400022682273
665,34983517,F,1.0,8/18/1992,449.0,A,39.6,1,SEDAN,2.321,26,1,0.3852738487846801,0.6147261512153199
666,75825448,M,2.0,1/12/1981,690.0,C,115.5,1,HBACK,1.573,37,0,0.634877032870416,0.36512296712958403
667,16349948,F,4.0,5/12/1965,730.0,E,37.5,2,SEDAN,1.65,53,0,0.8224855226704241,0.1775144773295759
668,23676450,M,3.0,1/27/1970,846.0,F,74.0,4,UTE,1.353,48,0,0.8512848314554645,0.14871516854453545
669,44684485,F,2.0,7/6/1989,639.0,B,102.5,3,SEDAN,1.595,29,0,0.5184494605239529,0.48155053947604703
670,37287274,F,6.0,3/2/1932,834.0,C,147.0,2,SEDAN,1.914,86,0,0.7865096396988476,0.21349036030115243
671,26479971,F,6.0,10/16/1932,364.0,A,111.6,4,SEDAN,0.396,86,1,0.1763488103108054,0.8236511896891946
672,61882096,F,2.0,2/28/1986,523.0,F,82.0,2,STNWG,3.465,32,1,0.3551385423184651,0.6448614576815349
673,98561192,M,2.0,9/20/1983,449.0,C,115.5,4,STNWG,0.968,35,1,0.20915134929418033,0.7908486507058197
674,20130682,M,5.0,11/3/1952,702.0,A,67.3,3,STNWG,2.662,66,0,0.7096532985418726,0.2903467014581273
675,94626454,F,3.0,11/16/1977,830.0,C,142.5,3,STNWG,2.585,41,0,0.7127095631964842,0.2872904368035159
676,59796203,F,5.0,12/1/1959,704.0,B,114.9,3,STNWG,4.994,59,0,0.5350557699403974,0.4649442300596026
677,86933891,M,2.0,6/20/1989,630.0,B,116.4,2,UTE,1.793,29,1,0.4917878279919691,0.5082121720080309
679,86882060,F,3.0,6/7/1979,728.0,A,96.7,4,HBACK,0.583,39,0,0.686073245791819,0.31392675420818095
680,70707983,M,6.0,3/17/1945,785.0,B,131.4,2,SEDAN,1.914,73,0,0.7431864940079587,0.25681350599204134
681,47961909,F,1.0,1/22/1994,695.0,E,43.5,1,STNWG,5.269,24,0,0.6869449569089415,0.31305504309105847
682,37460334,F,3.0,4/21/1978,725.0,D,86.5,1,HBACK,1.4839,40,0,0.7488564238363273,0.25114357616367267
683,64726121,F,6.0,5/19/1945,351.0,A,74.9,2,SEDAN,1.881,73,1,0.21585791508395114,0.7841420849160489
684,79034201,F,5.0,2/4/1952,705.0,A,90.9,3,SEDAN,1.826,66,0,0.6864334415135898,0.3135665584864102
685,88276386,F,3.0,10/14/1976,785.0,D,90.8,2,STNWG,3.586,42,0,0.7513463444246218,0.24865365557537816
686,15948361,F,3.0,10/16/1971,690.0,A,80.1,4,SEDAN,1.342,47,0,0.6545343076063638,0.3454656923936362
687,39222617,M,3.0,10/20/1974,681.0,D,112.0,4,UTE,0.968,44,0,0.5743523569427129,0.4256476430572871
688,71543738,F,4.0,9/7/1965,700.0,F,116.0,4,STNWG,1.793,53,0,0.5832929642807276,0.4167070357192724
689,49021288,F,2.0,9/18/1988,614.0,D,106.0,2,SEDAN,2.112,30,1,0.4820802615379032,0.5179197384620968
690,27900950,F,2.0,5/12/1981,348.0,C,108.0,4,HBACK,1.353,37,1,0.12260134388900179,0.8773986561109982
691,88321576,F,4.0,5/20/1966,678.0,A,97.6,3,SEDAN,1.298,52,0,0.6296129217687408,0.37038707823125916
693,70435201,M,5.0,10/20/1955,736.0,B,139.9,3,STNWG,4.4,63,0,0.5503791198360897,0.4496208801639103
694,75457054,F,3.0,11/16/1971,576.0,C,139.5,2,STNWG,3.894,47,1,0.31580015120345717,0.6841998487965428
695,92871413,F,5.0,4/16/1960,567.0,B,120.1,2,HBACK,1.221,58,1,0.43060960145687044,0.5693903985431296
696,72079463,M,2.0,7/3/1986,436.0,E,61.5,4,HBACK,0.627,32,1,0.29513150527780696,0.704868494722193
697,46536941,F,2.0,9/22/1988,779.0,A,93.0,2,HBACK,1.309,30,0,0.7774516785472678,0.22254832145273218
698,24509330,F,1.0,11/23/1993,627.0,C,136.5,3,SEDAN,1.089,25,1,0.42667103434515075,0.5733289656548493
699,13522109,F,5.0,8/17/1954,758.0,C,133.5,3,SEDAN,1.276,64,0,0.6858641441745734,0.31413585582542664
700,45272641,M,3.0,4/11/1977,608.0,D,60.2,1,HBACK,2.244,41,0,0.6178283603044608,0.38217163969553924
701,38335486,F,4.0,5/22/1969,738.0,B,138.9,3,SEDAN,1.562,49,0,0.6194621982418202,0.3805378017581797
702,34779865,F,5.0,3/18/1959,349.0,A,52.9,4,HBACK,0.385,59,1,0.2301870914792492,0.7698129085207508
703,79372399,F,3.0,10/21/1976,657.0,B,109.8,4,SEDAN,0.803,42,0,0.5423369592315144,0.4576630407684856
704,31252074,F,2.0,7/19/1980,687.0,F,122.0,2,UTE,3.41,38,0,0.5374254035790896,0.46257459642091037
705,33964365,M,2.0,7/3/1982,681.0,F,84.0,1,UTE,3.927,36,0,0.6265281141181814,0.37347188588181857
706,84874053,F,4.0,12/22/1964,528.0,C,147.0,4,HBACK,0.396,54,1,0.27988222071840285,0.7201177792815971
707,98763268,M,2.0,8/5/1980,485.0,C,150.0,3,STNWG,4.4,38,1,0.15478898684715758,0.8452110131528424
708,30029153,F,1.0,3/25/1995,514.0,C,148.5,3,HBACK,0.836,23,1,0.24098769746748194,0.7590123025325181
709,80027718,M,4.0,8/2/1970,635.0,F,116.0,4,STNWG,1.76,48,1,0.4702247287577639,0.5297752712422361
710,75390287,M,4.0,2/17/1964,755.0,B,123.0,1,SEDAN,3.234,54,0,0.6911870366907674,0.3088129633092326
711,46000452,M,5.0,8/1/1952,801.0,B,124.5,1,TRUCK,1.925,66,0,0.7876939717193935,0.21230602828060655
712,74996616,F,6.0,9/7/1939,724.0,A,70.9,2,SEDAN,1.749,79,0,0.783791601826977,0.21620839817302293
713,21325825,M,5.0,3/12/1959,575.0,A,67.0,3,HBACK,0.847,59,0,0.5559291076544668,0.4440708923455332
714,86352007,F,3.0,10/7/1978,619.0,A,112.5,4,SEDAN,0.836,40,1,0.46899717671369245,0.5310028232863075
715,98297827,M,5.0,2/19/1959,789.0,B,102.8,2,STNWG,3.872,59,0,0.7441226777220298,0.2558773222779702
716,58402107,M,6.0,3/9/1942,668.0,A,80.1,4,SEDAN,1.045,76,0,0.6615668338540518,0.3384331661459482
717,60444070,F,4.0,3/12/1960,834.0,D,127.9,1,UTE,3.916,58,0,0.7732548387656407,0.2267451612343593
718,84999024,F,4.0,9/7/1968,607.0,A,48.0,2,HBACK,1.078,50,0,0.6595672921285793,0.34043270787142066
720,42754376,F,4.0,4/21/1966,610.0,A,93.1,4,SEDAN,0.407,52,0,0.5281017877724199,0.47189821222758005
721,40064029,M,6.0,9/22/1924,324.0,C,132.0,1,HBACK,1.529,94,1,0.14605446724713134,0.8539455327528687
722,71024689,F,4.0,3/5/1963,675.0,A,86.8,3,HBACK,2.035,55,0,0.63264610268197,0.36735389731803003
723,65399599,F,3.0,7/6/1973,806.0,B,108.9,2,HBACK,1.023,45,0,0.7998883637726467,0.2001116362273533
724,84554046,M,6.0,10/12/1932,308.0,A,67.9,3,STNWG,1.485,86,1,0.1809255377991914,0.8190744622008086
725,11783527,F,3.0,10/3/1976,565.0,A,94.4,3,STNWG,3.245,42,1,0.38437290399150703,0.615627096008493
726,55039531,F,5.0,1/5/1950,749.0,C,117.0,4,STNWG,1.342,68,0,0.6859546211398078,0.3140453788601922
727,47052029,M,3.0,5/15/1971,769.0,C,148.5,2,HBACK,2.101,47,0,0.6547175121814293,0.3452824878185708
728,70966196,F,2.0,10/21/1984,620.0,C,145.5,3,SEDAN,1.639,34,1,0.3896480970079592,0.6103519029920408
729,51567264,M,4.0,8/11/1962,666.0,D,0.0,2,STNWG,2.959,56,0,0.790749446353227,0.20925055364677309
730,71811661,F,2.0,11/23/1985,438.0,E,94.5,3,HBACK,1.012,33,1,0.24879796307260538,0.7512020369273946
731,12387540,M,3.0,5/11/1974,724.0,D,108.6,2,STNWG,2.981,44,0,0.6471647153894944,0.3528352846105057
732,35393034,M,1.0,11/6/1996,686.0,B,120.1,3,SEDAN,1.54,22,0,0.5473319609682578,0.45266803903174224
733,78234525,M,3.0,7/17/1970,431.0,A,88.2,1,STNWG,3.443,48,1,0.25371669703770017,0.7462833029622998
734,17266377,M,1.0,1/6/1995,504.0,A,87.3,3,STNWG,1.287,23,1,0.33718825731212687,0.6628117426878731
735,59578990,M,4.0,12/11/1962,647.0,C,141.0,1,HBACK,2.2,56,0,0.5100889561206512,0.48991104387934886
736,34081062,M,5.0,2/21/1955,660.0,E,30.0,1,UTE,2.002,63,0,0.7784944350708484,0.22150556492915166
737,60822763,F,2.0,8/5/1986,834.0,A,81.9,1,HBACK,1.364,32,0,0.8629660305494005,0.1370339694505995
738,44892067,M,4.0,3/8/1965,738.0,D,143.9,1,STNWG,3.817,53,0,0.6028030382693181,0.3971969617306818
739,76007346,M,6.0,10/27/1937,539.0,C,139.5,3,SEDAN,0.858,81,1,0.35242090207645826,0.6475790979235417
740,56028249,F,2.0,3/23/1986,609.0,F,92.0,4,HDTOP,1.276,32,1,0.4789869913607806,0.5210130086392194
741,65509855,F,4.0,3/2/1967,829.0,C,132.0,2,SEDAN,1.925,51,0,0.775691464756089,0.224308535243911
742,70974856,F,2.0,1/31/1984,672.0,A,68.0,3,STNWG,2.167,34,0,0.6423557437588387,0.3576442562411612
743,16321857,M,6.0,4/4/1940,619.0,C,111.0,2,HDTOP,2.607,78,0,0.5233463707794688,0.4766536292205313
744,90457288,F,3.0,12/12/1971,659.0,C,118.5,3,SEDAN,1.298,47,0,0.5441166681297533,0.45588333187024666
745,87964080,M,6.0,3/6/1932,840.0,E,30.0,1,HBACK,2.079,86,0,0.9286055726364797,0.07139442736352034
746,31506943,F,2.0,12/14/1980,623.0,C,124.5,1,HBACK,2.332,38,1,0.48365950114673684,0.5163404988532632
747,16831472,F,3.0,10/24/1976,554.0,B,115.7,4,STNWG,1.276,42,1,0.34724526144396806,0.6527547385560319
748,71313305,F,3.0,7/1/1979,768.0,E,19.5,4,STNWG,2.607,39,0,0.8261228200922205,0.17387717990777948
749,26647149,M,5.0,2/24/1952,775.0,C,129.0,2,UTE,3.74,66,0,0.6837372948941178,0.3162627051058821
750,57801816,F,3.0,6/2/1977,732.0,C,144.0,1,SEDAN,2.475,41,0,0.6161708182082934,0.38382918179170655
751,19174663,F,2.0,12/24/1983,526.0,C,72.0,1,STNWG,3.355,35,1,0.41547865022534336,0.5845213497746566
752,43127381,F,4.0,8/31/1967,618.0,C,85.5,2,SEDAN,2.079,51,0,0.5648532758702397,0.4351467241297603
753,87896853,M,1.0,3/22/1997,530.0,D,91.9,2,HDTOP,3.795,21,1,0.3233651623124538,0.6766348376875462
754,13838911,F,3.0,3/30/1978,710.0,A,43.4,3,HBACK,1.232,40,0,0.7713838531706916,0.2286161468293084
755,86183300,F,3.0,8/28/1979,779.0,C,139.5,3,SEDAN,0.869,39,0,0.6871871636352067,0.31281283636479323
756,74380306,M,2.0,6/13/1981,389.0,D,86.5,3,UTE,2.046,37,1,0.18902587424089712,0.8109741257591029
757,22770715,M,2.0,3/30/1987,593.0,D,153.9,3,TRUCK,2.772,31,1,0.29783975228716486,0.7021602477128351
758,14432010,M,1.0,9/25/1996,615.0,D,143.2,1,HBACK,1.628,22,1,0.42641065597617167,0.5735893440238283
759,69451230,M,5.0,1/12/1954,843.0,E,36.0,1,SEDAN,2.783,64,0,0.9118458187838449,0.08815418121615516
760,25162893,F,5.0,5/8/1951,743.0,C,124.5,1,SEDAN,2.761,67,0,0.6964799534345787,0.3035200465654213
761,27243552,F,1.0,11/17/1999,513.0,C,124.5,4,COUPE,0.869,19,1,0.2579366636886369,0.7420633363113631
762,23977945,F,6.0,1/12/1928,817.0,C,141.0,2,SEDAN,1.914,90,0,0.780416486464107,0.21958351353589306
764,64386393,F,4.0,3/3/1965,769.0,C,117.0,2,SEDAN,1.837,53,0,0.7319545126767328,0.2680454873232672
765,20366422,M,2.0,7/14/1988,699.0,D,78.0,4,UTE,0.968,30,0,0.6635009948664551,0.3364990051335449
766,25718081,M,4.0,8/14/1969,679.0,B,122.3,3,UTE,1.87,49,0,0.5540582957551791,0.44594170424482094
767,58179454,M,4.0,4/10/1968,758.0,C,144.0,3,SEDAN,1.386,50,0,0.645028833621129,0.3549711663788711
768,21190492,M,3.0,6/30/1977,767.0,A,89.3,2,CONVT,13.409,41,1,0.4620568055884918,0.5379431944115082
769,79176727,M,6.0,9/13/1935,706.0,D,153.7,2,SEDAN,1.958,83,0,0.5898705431289288,0.4101294568710712
771,68638786,M,4.0,11/18/1966,610.0,B,120.1,3,SEDAN,1.188,52,1,0.46790669058597445,0.5320933094140256
772,12834366,F,5.0,9/28/1956,507.0,B,127.9,4,STNWG,1.452,62,1,0.2719585435704084,0.7280414564295916
773,93699792,F,4.0,7/27/1968,431.0,C,127.5,4,UTE,0.451,50,1,0.19285051144202825,0.8071494885579718
774,95551072,F,5.0,11/27/1952,834.0,D,100.6,3,HDTOP,1.87,66,0,0.8245188557397467,0.17548114426025327
775,37367582,M,4.0,1/27/1966,698.0,D,110.7,4,SEDAN,0.781,52,0,0.6194767782793074,0.38052322172069264
776,26410361,F,2.0,1/26/1989,726.0,A,79.8,2,STNWG,3.971,29,0,0.6699918868213008,0.33000811317869916
777,10733078,F,3.0,8/8/1970,585.0,D,66.2,2,SEDAN,1.672,48,0,0.5644518071685956,0.43554819283140445
778,29758041,M,1.0,8/12/1995,521.0,F,132.0,2,TRUCK,3.08,23,1,0.25117829765331157,0.7488217023466884
779,31595032,M,4.0,7/20/1969,810.0,A,47.3,2,HBACK,1.782,49,0,0.8741703730457882,0.12582962695421185
780,85714819,M,3.0,4/2/1970,788.0,D,143.9,2,HBACK,1.54,48,0,0.7071883587774452,0.2928116412225547
781,15419941,M,1.0,1/8/1995,614.0,B,142.5,3,PANVN,1.76,23,1,0.3708502464063994,0.6291497535936006
782,33775968,F,3.0,7/15/1976,508.0,C,138.0,4,HBACK,0.407,42,1,0.2587240573820012,0.7412759426179988
783,58819808,F,4.0,9/1/1964,713.0,E,48.0,4,HBACK,0.55,54,0,0.7738092207375638,0.22619077926243628
784,54529519,F,4.0,12/3/1962,718.0,A,72.6,3,SEDAN,1.716,56,0,0.7331043918344137,0.26689560816558633
785,90166615,F,3.0,4/19/1972,649.0,A,51.5,1,SEDAN,2.772,46,0,0.6903202272441671,0.30967977275583297
786,27639120,M,6.0,1/12/1939,406.0,C,127.5,1,HBACK,1.562,79,1,0.22230171470498916,0.7776982852950108
787,37305655,M,5.0,7/17/1951,688.0,E,36.0,4,STNWG,1.342,67,0,0.7596166797165248,0.24038332028347517
788,28020712,F,4.0,6/2/1961,807.0,C,126.0,1,SEDAN,2.431,57,0,0.7743502941555058,0.22564970584449423
789,82115250,F,3.0,9/16/1975,683.0,B,110.4,4,HBACK,0.803,43,0,0.5848624903760526,0.4151375096239473
790,17400604,M,4.0,9/14/1964,600.0,A,79.4,1,SEDAN,3.685,54,0,0.5343437352304922,0.46565626476950783
791,70902711,M,3.0,7/16/1974,609.0,A,92.8,3,STNWG,3.047,44,1,0.4679594288702845,0.5320405711297155
792,54663736,M,1.0,2/11/1993,520.0,B,100.6,3,STNWG,1.628,25,1,0.32580950713972445,0.6741904928602755
793,50523311,F,4.0,8/22/1967,846.0,B,120.1,1,HBACK,1.496,51,0,0.8362030062549727,0.1637969937450273
794,35709051,F,4.0,6/17/1960,842.0,C,135.0,1,HBACK,1.85185,58,0,0.8104212207724013,0.18957877922759875
795,13336635,F,1.0,11/28/1992,328.0,A,103.1,2,SEDAN,1.925,26,1,0.12411143203605635,0.8758885679639437
796,23505320,M,4.0,1/13/1965,785.0,A,118.5,1,HBACK,1.639,53,0,0.7739971682921853,0.22600283170781466
797,70640989,F,3.0,9/20/1971,543.0,F,148.0,1,UTE,3.179,47,1,0.2928572342198956,0.7071427657801044
798,15943188,M,4.0,11/4/1960,524.0,C,148.5,4,SEDAN,0.825,58,1,0.265699269077486,0.734300730922514
799,71183158,F,5.0,11/23/1956,735.0,C,123.0,4,SEDAN,0.495,62,0,0.6679446105260061,0.33205538947399393
800,77592503,M,6.0,7/16/1930,381.0,E,43.5,4,PANVN,0.55,88,1,0.3147283524074346,0.6852716475925654
801,12522658,M,4.0,2/2/1967,635.0,B,135.5,2,STNWG,4.048,51,1,0.4162537861402168,0.5837462138597832
802,45842571,F,6.0,1/10/1932,829.0,F,122.0,3,HBACK,1.056,86,0,0.8177735249120786,0.18222647508792147
803,82562869,M,5.0,3/12/1951,695.0,C,130.5,4,STNWG,2.101,67,0,0.5489071931723366,0.45109280682766334
804,60328513,M,2.0,7/7/1985,825.0,C,141.0,2,SEDAN,2.53,33,0,0.7245720533491458,0.27542794665085424
805,37937815,F,4.0,11/21/1960,845.0,B,102.0,4,SEDAN,0.847,58,0,0.8286780638771549,0.1713219361228451
806,39865329,F,3.0,3/23/1977,647.0,A,63.7,2,STNWG,6.259,41,0,0.531869254280807,0.46813074571919294
807,39723631,F,4.0,4/11/1962,719.0,C,133.5,1,HDTOP,3.223,56,0,0.616510032203056,0.383489967796944
808,91688273,F,3.0,2/1/1976,656.0,D,56.2,2,SEDAN,2.508,42,0,0.6688996727487379,0.33110032725126215
809,72941547,F,3.0,8/10/1975,601.0,B,135.1,1,HBACK,1.7039,43,1,0.4460287864943686,0.5539712135056314
810,47906446,F,4.0,6/10/1969,794.0,E,43.5,1,HBACK,1.903,49,0,0.877047304766335,0.12295269523366498
811,10971688,F,2.0,5/6/1986,655.0,B,79.8,1,STNWG,4.3439,32,0,0.5782406141128456,0.4217593858871544
812,44105935,F,3.0,8/7/1972,549.0,C,136.5,4,SEDAN,0.715,46,1,0.3142932664177377,0.6857067335822623
813,26795857,M,5.0,9/30/1957,826.0,C,147.0,1,UTE,3.762,61,0,0.7353043519688507,0.26469564803114926
814,13448896,F,5.0,7/1/1959,811.0,A,107.5,3,SEDAN,1.309,59,0,0.7953818897268055,0.20461811027319457
815,65549876,F,4.0,7/9/1967,409.0,B,114.5,4,UTE,0.836,51,1,0.18344605845448958,0.8165539415455104
816,66999056,F,5.0,7/12/1958,830.0,E,31.5,1,SEDAN,1.815,60,0,0.915763257139933,0.084236742860067
817,34248387,M,2.0,7/23/1989,520.0,C,139.5,2,STNWG,2.464,29,1,0.2554434683003598,0.7445565316996402
818,15053152,F,5.0,2/2/1959,581.0,C,130.5,2,HBACK,1.386,59,1,0.42543820322288906,0.574561796777111
819,77656743,F,4.0,6/20/1964,724.0,B,143.2,3,SEDAN,2.134,54,0,0.5769124855253379,0.4230875144746621
820,19493714,F,3.0,7/11/1978,514.0,B,116.0,4,SEDAN,0.869,40,1,0.2965221629975321,0.7034778370024679
821,12946433,F,2.0,1/30/1986,600.0,B,112.9,4,HBACK,0.913,32,1,0.42465193291095726,0.5753480670890427
822,27230200,F,3.0,7/18/1970,804.0,E,49.5,4,STNWG,1.452,48,0,0.8440781294914503,0.15592187050854972
823,12044690,F,6.0,8/30/1932,826.0,B,120.1,3,SEDAN,1.166,86,0,0.8155940354738576,0.18440596452614244
824,23152047,F,5.0,6/20/1955,738.0,A,41.3,2,HBACK,1.353,63,0,0.8367583440705939,0.16324165592940604
825,72105905,F,3.0,1/24/1974,668.0,C,124.5,3,STNWG,3.245,44,1,0.48424355548631526,0.5157564445136847
826,29327362,F,3.0,11/28/1971,784.0,C,136.5,3,SEDAN,1.089,47,0,0.7033598147791293,0.2966401852208706
827,65236796,F,2.0,9/7/1987,606.0,C,139.5,4,SEDAN,0.484,31,1,0.38336324460637317,0.6166367553936268
828,63553942,M,1.0,2/22/1993,316.0,C,99.0,4,UTE,0.869,25,1,0.10928882080277913,0.8907111791972209
829,50743816,M,3.0,10/7/1976,648.0,D,36.8,1,SEDAN,2.09,42,0,0.7304082378756753,0.26959176212432473
830,64493497,M,4.0,9/8/1963,811.0,B,120.1,3,MCARA,3.729,55,0,0.7178064604755869,0.282193539524413
831,25561715,F,5.0,5/16/1956,522.0,B,127.1,3,HBACK,1.221,62,1,0.32325052409373123,0.6767494759062688
832,21242727,F,1.0,7/19/1993,392.0,A,89.7,1,HDTOP,2.816,25,1,0.19862901385254206,0.8013709861474579
834,71720014,M,5.0,9/6/1957,843.0,E,37.5,3,HBACK,1.133,61,0,0.9070414899798172,0.0929585100201828
835,75010645,F,2.0,10/20/1982,598.0,B,144.5,1,STNWG,3.322,36,1,0.36558967506248585,0.6344103249375141
836,81337620,M,2.0,1/16/1980,644.0,C,96.0,1,STNWG,4.455,38,0,0.5255594713483197,0.4744405286516803
837,14917534,M,2.0,2/7/1989,420.0,F,132.0,2,UTE,3.608,29,1,0.14189804823761187,0.8581019517623881
838,63943585,F,1.0,5/15/1991,711.0,B,130.5,3,HDTOP,1.65,27,0,0.5667407561127535,0.4332592438872465
839,41638354,F,1.0,6/20/1990,378.0,C,138.0,1,HBACK,1.507,28,1,0.14342003443295814,0.8565799655670419
840,96602650,M,4.0,6/2/1964,306.0,C,141.0,1,STNWG,3.784,54,1,0.08056856432933324,0.9194314356706668
842,29462453,F,2.0,11/17/1988,658.0,B,117.1,2,HBACK,2.024,30,0,0.5313574176931355,0.4686425823068645
843,76847981,M,6.0,12/29/1933,384.0,E,43.5,3,STNWG,4.785,85,1,0.23928611324385474,0.7607138867561453
844,29138337,F,2.0,9/7/1986,715.0,E,48.0,3,STNWG,3.366,32,0,0.7142941604324389,0.2857058395675611
845,35952769,M,2.0,5/3/1983,707.0,B,120.1,4,HBACK,0.319,35,0,0.6050288441859166,0.3949711558140833
846,22962527,F,6.0,6/26/1948,752.0,D,97.9,3,UTE,1.375,70,0,0.7507576386741364,0.24924236132586364
847,49443036,F,3.0,5/25/1972,813.0,C,138.0,2,STNWG,4.708,46,0,0.6739410122223717,0.32605898777762826
848,25163047,M,1.0,9/12/1997,785.0,C,145.5,1,TRUCK,2.178,21,0,0.6789227141612948,0.3210772858387052
849,31381056,F,6.0,1/14/1942,373.0,C,133.5,1,HBACK,1.331,76,1,0.1796402233556197,0.8203597766443803
850,31030326,M,5.0,1/11/1951,739.0,C,145.5,2,SEDAN,2.266,67,0,0.6336788996084491,0.36632110039155086
851,23891914,F,4.0,11/25/1965,390.0,C,135.0,1,SEDAN,1.947,53,1,0.1672169301239912,0.8327830698760088
852,42030651,F,4.0,11/14/1968,675.0,A,78.8,1,SEDAN,2.783,50,0,0.6748910231708052,0.32510897682919476
853,36977769,F,4.0,4/24/1967,560.0,C,141.0,3,SEDAN,1.21,51,1,0.33800081498172097,0.661999185018279
854,50215490,F,3.0,1/4/1971,727.0,D,53.8,3,SEDAN,1.408,47,0,0.7761761394380087,0.2238238605619913
855,84510126,F,2.0,6/5/1981,692.0,A,45.7,4,COUPE,0.66,37,0,0.7339324555031268,0.26606754449687325
856,25378804,M,4.0,7/27/1963,685.0,A,103.2,3,PANVN,1.65,55,0,0.6217655076973966,0.3782344923026034
858,77234603,F,1.0,6/19/1994,465.0,F,116.0,3,SEDAN,1.573,24,1,0.22405343330510175,0.7759465666948983
859,84306231,M,4.0,1/11/1966,666.0,C,142.5,3,HBACK,0.946,52,0,0.5144615935827508,0.48553840641724927
860,77560696,F,3.0,8/8/1978,775.0,A,89.8,2,STNWG,6.061,40,0,0.6791086724909206,0.32089132750907945
861,99774948,F,3.0,4/21/1975,748.0,C,130.5,3,UTE,2.431,43,0,0.6234089439253462,0.3765910560746538
862,88992550,M,4.0,5/17/1962,537.0,D,81.0,3,HDTOP,2.365,56,1,0.4117485988220432,0.5882514011779568
863,50198548,F,2.0,12/6/1989,684.0,C,118.5,3,SEDAN,1.419,29,0,0.5599066431793442,0.44009335682065576
